,name,rating,review,url,brand_id,seller_name,variant_hash,color_family,RAM Memory,Storage Capacity,price,Brand,Number Of Cameras,Model Year,Wireless Charging,SIM Type,Battery Capacity,Camera Front (Megapixels),price_value
232,Nokia G20,0.0,0.0,https://www.daraz.com.np/products/nokia-g20-4gb-ram-64-gb-rom-i124104440-s1033676669.html?search=1,4158,L Gadgets,variant: 232,Black,4GB,64GB,"Rs. 15,499",Nokia,4,2021,No,Micro,5000 - 5999 mAh,8,15499.0
233,Samsung Galaxy M33 5,5.0,1.0,https://www.daraz.com.np/products/samsung-galaxy-m33-5g-65-tft-lcd-120-hz-display5000-mah-battery-64-mp-quad-camera-exynos-1280-4nm-powerfoul-perfomance-i118861507-s1032985024.html?search=1,4198,NS Traders Suppliers,variant: 233,Brown,8GB,128GB,"Rs. 35,499",Samsung,4,2022,No,Not Specified,6000 - 6999 mAh,8mp,35499.0
234,Samsung Galaxy M33 5,5.0,1.0,https://www.daraz.com.np/products/samsung-galaxy-m33-5g-65-tft-lcd-120-hz-display5000-mah-battery-64-mp-quad-camera-exynos-1280-4nm-powerfoul-perfomance-i118861507-s1032985024.html?search=1,4198,NS Traders Suppliers,variant: 234,Blue,8GB,128GB,"Rs. 35,499",Samsung,4,2022,No,Not Specified,6000 - 6999 mAh,8mp,35499.0
235,Samsung Galaxy M33 5,5.0,1.0,https://www.daraz.com.np/products/samsung-galaxy-m33-5g-65-tft-lcd-120-hz-display5000-mah-battery-64-mp-quad-camera-exynos-1280-4nm-powerfoul-perfomance-i118861507-s1032985024.html?search=1,4198,NS Traders Suppliers,variant: 235,Green,8GB,128GB,"Rs. 35,499",Samsung,4,2022,No,Not Specified,6000 - 6999 mAh,8mp,35499.0
236,Realme C25Y,4.0,3.0,https://www.daraz.com.np/products/realme-c25y-464gb-50mp-ai-triple-camera-18w-quick-charge-5000-mah-battery-i110337209-s1030089445.html?search=1,202391,Realme,variant: 236,Glacier Blue,4GB,64GB,"Rs. 18,749",RealMe,4,2021,No,Not Specified,5000 - 5999 mAh,Not Specified,18749.0
237,Realme C25Y,4.0,3.0,https://www.daraz.com.np/products/realme-c25y-464gb-50mp-ai-triple-camera-18w-quick-charge-5000-mah-battery-i110337209-s1030089445.html?search=1,202391,Realme,variant: 237,Metal Grey,4GB,64GB,"Rs. 18,749",RealMe,4,2021,No,Not Specified,5000 - 5999 mAh,Not Specified,18749.0
238,vivo Y12s,4.0,1.0,https://www.daraz.com.np/products/vivo-y12s-3gb-ram-32gb-rom-651-and-5000-mah-battery-capacity-i105436222-s1027154322.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 238,Glacier Blue,3GB,32GB,"Rs. 17,475",Vivo,3,2021,No,Not Specified,Not Specified,Not Specified,17475.0
239,vivo Y12s,4.0,1.0,https://www.daraz.com.np/products/vivo-y12s-3gb-ram-32gb-rom-651-and-5000-mah-battery-capacity-i105436222-s1027154322.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 239,Phantom Black,3GB,32GB,"Rs. 17,999",Vivo,3,2021,No,Not Specified,Not Specified,Not Specified,17999.0
240,Samsung Galaxy A33 6,3.5,2.0,https://www.daraz.com.np/products/samsung-galaxy-a33-64-super-amoled-screen-120hz-refresh-rate5000-mah-batteryip67-phone-48-mp-quad-camera-phone-i118865134-s1032551858.html?search=1,4198,NS Traders Suppliers,variant: 240,Black,8GB,128GB,"Rs. 42,990",Samsung,4,2022,Yes,Nano,5000 - 5999 mAh,13,42990.0
241,Samsung Galaxy A33 6,3.5,2.0,https://www.daraz.com.np/products/samsung-galaxy-a33-64-super-amoled-screen-120hz-refresh-rate5000-mah-batteryip67-phone-48-mp-quad-camera-phone-i118865134-s1032551858.html?search=1,4198,NS Traders Suppliers,variant: 241,Blue,8GB,128GB,"Rs. 42,990",Samsung,4,2022,Yes,Nano,5000 - 5999 mAh,13,42990.0
242,Infinix Note 12,0.0,0.0,https://www.daraz.com.np/products/infinix-note-12-6gb-ram128gb-rom-i119114051-s1032611847.html?search=1,12941,Galaxy Concern Pvt Ltd,variant: 242,Multicolor,6GB,128GB,"Rs. 25,700",Infinix,2,2022,No,Not Specified,5000 - 5999 mAh,16 MP,25700.0
243,Nokia C1 2nd Edition,0.0,0.0,https://www.daraz.com.np/products/nokia-c1-2nd-edition-1gb-ram-16gb-rom-5mp-front-5mp-rear-camera-2500mah-battery-i114471938-s1031093233.html?search=1,4158,Rojeko Mart,variant: 243,Blue,1GB,16GB,"Rs. 6,999",Nokia,2,Not Specified,Not Specified,Not Specified,2000 - 2999 mAh,5mp,6999.0
244,Samsung Galaxy A14 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a14-5g-6gb128gb-50mp-camera-5000mah-battery-i123940406-s1033631684.html?search=1,4198,ARUN ELECTRONICS,variant: 244,Light green,6GB,128GB,"Rs. 27,999",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13MP,27999.0
245,Samsung Galaxy A14 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a14-5g-6gb128gb-50mp-camera-5000mah-battery-i123940406-s1033631684.html?search=1,4198,ARUN ELECTRONICS,variant: 245,Maroon,6GB,128GB,"Rs. 27,999",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13MP,27999.0
246,Samsung Galaxy A14 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a14-5g-6gb128gb-50mp-camera-5000mah-battery-i123940406-s1033631684.html?search=1,4198,ARUN ELECTRONICS,variant: 246,Black,6GB,128GB,"Rs. 27,999",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13MP,27999.0
247,vivo Y1s,5.0,1.0,https://www.daraz.com.np/products/vivo-y1s-2gb-ram-32gb-rom-expandable-up-to-256gb-13-mp-camera-with-4030-mah-battery-i105891006-s1027786995.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 247,Aurora Blue,2GB,32GB,"Rs. 13,599",Vivo,2,2021,No,Not Specified,Not Specified,Not Specified,13599.0
248,vivo Y1s,5.0,1.0,https://www.daraz.com.np/products/vivo-y1s-2gb-ram-32gb-rom-expandable-up-to-256gb-13-mp-camera-with-4030-mah-battery-i105891006-s1027786995.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 248,Olive Black,2GB,32GB,"Rs. 13,599",Vivo,2,2021,No,Not Specified,Not Specified,Not Specified,13599.0
249,vivo V21e,5.0,1.0,https://www.daraz.com.np/products/vivo-v21e-8gb-ram128gb-rom-64-mp-camera-with-4000-mah-battery-i106076178-s1027951031.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 249,Diamond Flare,8GB,128GB,"Rs. 39,999",Vivo,4,2021,No,Not Specified,Not Specified,Not Specified,39999.0
250,vivo V21e,5.0,1.0,https://www.daraz.com.np/products/vivo-v21e-8gb-ram128gb-rom-64-mp-camera-with-4000-mah-battery-i106076178-s1027951031.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 250,Roman Black,8GB,128GB,"Rs. 39,999",Vivo,4,2021,No,Not Specified,Not Specified,Not Specified,39999.0
251,Lava Benco V80,0.0,0.0,https://www.daraz.com.np/products/lava-benco-v80-ae9010-ii-ram-3gb-storage-32gb-ii-face-unlock-ii-rear-mounted-fingerprint-i124912653-s1033923974.html?search=1,36368,Galaxy Mobile,variant: 251,Sliver,Other,32GB,"Rs. 11,000",Lava,2,2022,No,Not Specified,Not Specified,Not Specified,11000.0
252,Honor 50 Lite,0.0,0.0,https://www.daraz.com.np/products/honor-50-lite-8gb128gb-667-inches-bezel-less-display-quad-camera-64mp8mp2mp2mp-i119056001-s1032604238.html?search=1,72341,246Impex,variant: 252,Black,8GB,128GB,"Rs. 27,999",Honor,5,2021,No,Nano,4000 - 4999 mAh,16MP,27999.0
253,A49 itel 6,5.0,1.0,https://www.daraz.com.np/products/a49-itel-66-hdwaterdrop-lcd-full-screen-2gb-ram-32-gb-romfingerprint-sensor-i119430505-s1032690289.html?search=1,186606,Newage Gadgets And Electronic,variant: 253,Black,2GB,32GB,"Rs. 11,299",Itel,2,2022,No,Not Specified,4000 - 4999 mAh,5,11299.0
254,OnePlus 10T 5G,5.0,1.0,https://www.daraz.com.np/products/oneplus-10t-5g-8gb-ram-128gb-rom-moonstone-black-i123044831-s1033433448.html?search=1,12944,ONEPLUS,variant: 254,Moonstone Black,6GB,128GB,"Rs. 94,999",OnePlus,4,2022,Not Specified,Nano,4000 - 4999 mAh,16MP,94999.0
255,Realme C30,0.0,0.0,https://www.daraz.com.np/products/realme-c30-2gb32gb-65-full-screen-8mp-ai-camera-5000-mah-battery-i120081232-s1032882346.html?search=1,202391,Electronics Planet,variant: 255,Green,2GB,32GB,"Rs. 12,700",RealMe,2,2021,No,Nano,5000 - 5999 mAh,5MP,12700.0
256,Realme C30,0.0,0.0,https://www.daraz.com.np/products/realme-c30-2gb32gb-65-full-screen-8mp-ai-camera-5000-mah-battery-i120081232-s1032882346.html?search=1,202391,Electronics Planet,variant: 256,Blue,2GB,32GB,"Rs. 12,700",RealMe,2,2021,No,Nano,5000 - 5999 mAh,5MP,12700.0
257,Realme Narzo  50i,0.0,0.0,https://www.daraz.com.np/products/realme-narzo-50i-4gb64gb-i118949922-s1032572863.html?search=1,39704,DG Tech,variant: 257,Green,4GB,64GB,"Rs. 15,799",No Brand,2,2022,No,Not Specified,4000 - 4999 mAh,5,15799.0
258,Realme C55,0.0,0.0,https://www.daraz.com.np/products/realme-c55-8gb128gb-dual-camera-64-mp-2mp-li-po-5000-mah-battery-i126573053-s1034313001.html?search=1,202391,Electronics Planet,variant: 258,White,8GB,128GB,"Rs. 25,899",RealMe,3,2023,No,Nano,5000 - 5999 mAh,8MP,25899.0
259,Infinix Smart 6,5.0,1.0,https://www.daraz.com.np/products/infinix-smart-6-2gb-ram32gb-rom-i114098936-s1031006803.html?search=1,12941,Galaxy Concern Pvt Ltd,variant: 259,Multicolor,2GB,32GB,"Rs. 12,999",Infinix,3,2022,No,Not Specified,5000 - 5999 mAh,5 MP,12999.0
260,Narzo 50,0.0,0.0,https://www.daraz.com.np/products/narzo-50-6gb-ram128gb-storage-helio-g96-processor-50mp-ai-triple-camera-i113856988-s1030987671.html?search=1,124051041,narzo by realme,variant: 260,Blue,6GB,128GB,"Rs. 27,499",narzo by realme,3,2022,No,Not Specified,5000 - 5999 mAh,16 MP,27499.0
261,Realme Narzo 50,0.0,0.0,https://www.daraz.com.np/products/realme-narzo-50-6gb128gb-ii-mediatek-helio-g96-gamming-chips-ii-50-mp2mp2mp-triple-camera-i120075935-s1032810456.html?search=1,124051041,Electronics Planet,variant: 261,Multicolor,6GB,128GB,"Rs. 26,000",narzo by realme,2,2021,Not Specified,Not Specified,Not Specified,Not Specified,26000.0
262,Samsung Galaxy S22 U,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-s22-ultra-5g-12gb256gb-snp-drgn-8-gen-1-108mp-camera-ip68-ratings-i114363978-s1031050671.html?search=1,4198,ARUN ELECTRONICS,variant: 262,Black,12GB,256GB,"Rs. 179,999",Samsung,5,2022,Yes,Nano,5000 - 5999 mAh,40,179999.0
263,Lephone W10,0.0,0.0,https://www.daraz.com.np/products/lephone-w10-gold-8-gb1-gb-ram-i115697756-s1031649109.html?search=1,30603,s.s trading,variant: 263,White,1GB,8GB,"Rs. 6,718",Lephone,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,6718.0
264,LAVA Z3,1.0,1.0,https://www.daraz.com.np/products/lava-z3-3gb32gb-battery-5000mah-octa-core-mediatek-mt6765g-helio-g35-652-inches-ips-lcd-i122963119-s1033412566.html?search=1,36368,246Impex,variant: 264,Blue,3GB,32GB,"Rs. 13,500",Lava,3,2022,No,Nano,5000 - 5999 mAh,8MP,13500.0
265,Samsung Galaxy A34 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a34-5g-8gb128b-66-samoled-120hz-display-48mp-camera-with-ois-5000mah-battery-i125921980-s1034129241.html?search=1,4198,AR Tech Factory,variant: 265,Black,8GB,128GB,"Rs. 45,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13,45499.0
266,Samsung Galaxy A34 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a34-5g-8gb128b-66-samoled-120hz-display-48mp-camera-with-ois-5000mah-battery-i125921980-s1034129241.html?search=1,4198,AR Tech Factory,variant: 266,Lime,8GB,128GB,"Rs. 45,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13,45499.0
267,Samsung Galaxy A34 5,0.0,0.0,https://www.daraz.com.np/products/samsung-galaxy-a34-5g-8gb128b-66-samoled-120hz-display-48mp-camera-with-ois-5000mah-battery-i125921980-s1034129241.html?search=1,4198,AR Tech Factory,variant: 267,Violet,8GB,128GB,"Rs. 45,499",Samsung,4,2023,No,Nano,5000 - 5999 mAh,13,45499.0
268,OnePlus Nord N20 SE,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-n20-se-4-gb-ram-128-gb-storage-656-lcd-display-5000-mah-battery-i125830031-s1034109177.html?search=1,12944,OnePlus Nepal,variant: 268,celestial Black,4GB,128GB,"Rs. 25,999",OnePlus,2,2022,Not Specified,Not Specified,5000 - 5999 mAh,8,25999.0
269,OnePlus Nord N20 SE,0.0,0.0,https://www.daraz.com.np/products/oneplus-nord-n20-se-4-gb-ram-128-gb-storage-656-lcd-display-5000-mah-battery-i125830031-s1034109177.html?search=1,12944,OnePlus Nepal,variant: 269,Jade Wave,4GB,128GB,"Rs. 25,999",OnePlus,2,2022,Not Specified,Not Specified,5000 - 5999 mAh,8,25999.0
270,realme narzo 50i Pri,0.0,0.0,https://www.daraz.com.np/products/realme-narzo-50i-prime-dark-blue-4gb-ram64gb-storage-i121424646-s1033053354.html?search=1,124051041,narzo by realme,variant: 270,Dark blue,4GB,64GB,"Rs. 15,999",narzo by realme,1,2022,No,Nano,4000 - 4999 mAh,5 MP,15999.0
271,Vivo Y02 with 5000mA,0.0,0.0,https://www.daraz.com.np/products/vivo-y02-with-5000mah-battery-i124377736-s1033771457.html?search=1,33353,Sherisha Mobile Hub,variant: 271,Blue,2GB,32GB,"Rs. 12,350",Vivo,1,2023,No,Not Specified,5000 - 5999 mAh,5,12350.0
272,Vivo Y02 with 5000mA,0.0,0.0,https://www.daraz.com.np/products/vivo-y02-with-5000mah-battery-i124377736-s1033771457.html?search=1,33353,Sherisha Mobile Hub,variant: 272,Black,2GB,32GB,"Rs. 12,300",Vivo,1,2023,No,Not Specified,5000 - 5999 mAh,5,12300.0
273,Lava Benco V90  Ram ,0.0,0.0,https://www.daraz.com.np/products/lava-benco-v90-ram-4gb-storage-64gb-ii-face-unlock-ii-rear-mounted-fingerprint-i124914531-s1033929608.html?search=1,36368,Galaxy Mobile,variant: 273,Blue,Other,64GB,"Rs. 13,800",Lava,3,2022,No,Not Specified,Not Specified,Not Specified,13800.0
274,COLORS,0.0,0.0,https://www.daraz.com.np/products/colors-p-5-champ-gold-i115702052-s1034114077.html?search=1,129754,s.s trading,variant: 274,White,512MB & Under,16GB,"Rs. 3,895",COLORS,2,Not Specified,No,Standard,1000 - 1999 mAh,VGA,3895.0
275,Samsung F22,0.0,0.0,https://www.daraz.com.np/products/samsung-f22-4gb64gb-i126213428-s1034214297.html?search=1,4198,Shree Communications,variant: 275,Denim Black,4GB,64GB,"Rs. 20,999",Samsung,5,2022,No,Not Specified,6000 - 6999 mAh,13,20999.0
276,Infocus M535,0.0,0.0,https://www.daraz.com.np/products/infocus-m535-gold-16-gb2-gb-ram-i115670885-s1031621397.html?search=1,24825,s.s trading,variant: 276,Sliver,2GB,16GB,"Rs. 6,767",Infocus,Not Specified,Not Specified,No,Not Specified,Not Specified,Not Specified,6767.0
277,vivo Y15C,5.0,1.0,https://www.daraz.com.np/products/vivo-y15c3gb32gb-i124643952-s1033856239.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 277,Wave Green,3GB,32GB,"Rs. 14,999",Vivo,3,2022,No,Not Specified,5000 - 5999 mAh,8MP,14999.0
278,vivo Y15C,5.0,1.0,https://www.daraz.com.np/products/vivo-y15c3gb32gb-i124643952-s1033856239.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 278,Mystic Blue,3GB,32GB,"Rs. 14,849",Vivo,3,2022,No,Not Specified,5000 - 5999 mAh,8MP,14849.0
279,Realme 10,5.0,1.0,https://www.daraz.com.np/products/realme-10-8gb128gb-extra-8gb-dynamic-ram-688-hours-standby-time-50-charge-in-20-minutes-i125032398-s1033965184.html?search=1,202391,246Impex,variant: 279,White,8GB,128GB,"Rs. 29,999",RealMe,3,2022,No,Nano,5000 - 5999 mAh,16MP,29999.0
280,Realme C35 Mobile Ph,5.0,4.0,https://www.daraz.com.np/products/realme-c35-mobile-phone-4gb64gb-ii-unisoc-tiger-t616-chipset-ii-2x20-ghz-cortex-a75-processer-ii-li-po-5000-mah-i118214203-s1032402316.html?search=1,202391,246Impex,variant: 280,Green,4GB,64GB,"Rs. 21,299",RealMe,4,2022,No,Nano,5000 - 5999 mAh,8MP,21299.0
281,Nokia G21 Android Sm,4.0,4.0,https://www.daraz.com.np/products/nokia-g21-android-smart-phone-3-day-battery-life-6gb-ram-128-gb-rom-50-mp-triple-camera-i115870577-s1031697095.html?search=1,4158,Tele Talk Pvt. Ltd.,variant: 281,Dusk,6GB,128GB,"Rs. 22,999",Nokia,3,2022,No,Not Specified,5000 - 5999 mAh,8,22999.0
282,OnePlus Nord N100 Du,5.0,12.0,https://www.daraz.com.np/products/oneplus-nord-n100-dual-sim-4gb-ram-64-gb-rom-90-hz-5000-mah-i105471651-s1027172980.html?search=1,12944,OnePlus Nepal,variant: 282,Midnight Frost,4GB,64GB,"Rs. 23,500",OnePlus,4,2020,Not Specified,Not Specified,5000 - 5999 mAh,8,23500.0
283,Vitu W1  3,0.0,0.0,https://www.daraz.com.np/products/vitu-w1-332-4g-lite-5000-mah-battery-i126171516-s1034186097.html?search=1,202526,Gopal Watch Center,variant: 283,Gold,3GB,32GB,"Rs. 9,350",ViTU,3,2023,No,Not Specified,5000 - 5999 mAh,5,9350.0
284,OnePlus Nord 2T 5G,4.7,3.0,https://www.daraz.com.np/products/oneplus-nord-2t-5g-8gb-ram-128gb-storage-mediatek-dimensity-1300-50mp-camera-643-inch-fluid-amoled-90hz-fhd-i114797590-s1031192534.html?search=1,12944,OnePlus Nepal,variant: 284,Jade Fog,8GB,128GB,"Rs. 64,999",OnePlus,4,2022,Not Specified,Not Specified,4000 - 4999 mAh,32MP IMX615 Front Camera,64999.0
285,Realme 9,4.4,5.0,https://www.daraz.com.np/products/realme-9-6gb128gb-108-mp-prolight-camera-snapdragon-680-super-amoled-90hz-display-i117884948-s1032311963.html?search=1,202391,246Impex,variant: 285,Black,6GB,128GB,"Rs. 31,999",RealMe,4,2022,No,Nano,5000 - 5999 mAh,16MP,31999.0
286,realme C30,5.0,2.0,https://www.daraz.com.np/products/realme-c30-464gb-65-fullscreen-85mm-ultra-slim-vertical-stripe-i119981125-s1032800103.html?search=1,202391,Realme,variant: 286,Lake Blue,4GB,64GB,"Rs. 15,999",RealMe,2,2022,No,Not Specified,4000 - 4999 mAh,5MP,15999.0
287,realme C30,5.0,2.0,https://www.daraz.com.np/products/realme-c30-464gb-65-fullscreen-85mm-ultra-slim-vertical-stripe-i119981125-s1032800103.html?search=1,202391,Realme,variant: 287,Bamboo Green,4GB,64GB,"Rs. 15,999",RealMe,2,2022,No,Not Specified,4000 - 4999 mAh,5MP,15999.0
288,Vivo Y55 44W Flash C,0.0,0.0,https://www.daraz.com.np/products/vivo-y55-44w-flash-charge-i125215887-s1033994888.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 288,Ice Dawn,8GB,128GB,"Rs. 33,999",Vivo,4,2022,No,Not Specified,5000 - 5999 mAh,16MP,33999.0
289,Vivo Y55 44W Flash C,0.0,0.0,https://www.daraz.com.np/products/vivo-y55-44w-flash-charge-i125215887-s1033994888.html?search=1,33353,Apex Telemart Pvt  Ltd,variant: 289,Midnight Galaxy,8GB,128GB,"Rs. 33,999",Vivo,4,2022,No,Not Specified,5000 - 5999 mAh,16MP,33999.0
290,Xiaomi 13 Lite,0.0,0.0,https://www.daraz.com.np/products/xiaomi-13-lite-655-120hz-fhd-amoled-display-i126094448-s1034155410.html?search=1,12960,Vatsal Impex Pvt Ltd,variant: 290,Blue,8GB,128GB,"Rs. 54,999",Xiaomi,5,2023,Not Specified,Nano,4000 - 4999 mAh,32MP + 8MP,54999.0
291,Xiaomi 13 Lite,0.0,0.0,https://www.daraz.com.np/products/xiaomi-13-lite-655-120hz-fhd-amoled-display-i126094448-s1034155410.html?search=1,12960,Vatsal Impex Pvt Ltd,variant: 291,Pink,8GB,128GB,"Rs. 54,999",Xiaomi,5,2023,Not Specified,Nano,4000 - 4999 mAh,32MP + 8MP,54999.0
292,Xiaomi 13 Lite,0.0,0.0,https://www.daraz.com.np/products/xiaomi-13-lite-655-120hz-fhd-amoled-display-i126094448-s1034155410.html?search=1,12960,Vatsal Impex Pvt Ltd,variant: 292,Pink,8GB,256GB,"Rs. 57,999",Xiaomi,5,2023,Not Specified,Nano,4000 - 4999 mAh,32MP + 8MP,57999.0
293,Xiaomi 13 Lite,0.0,0.0,https://www.daraz.com.np/products/xiaomi-13-lite-655-120hz-fhd-amoled-display-i126094448-s1034155410.html?search=1,12960,Vatsal Impex Pvt Ltd,variant: 293,Blue,8GB,256GB,"Rs. 57,999",Xiaomi,5,2023,Not Specified,Nano,4000 - 4999 mAh,32MP + 8MP,57999.0
294,Xiaomi 13 Lite,0.0,0.0,https://www.daraz.com.np/products/xiaomi-13-lite-655-120hz-fhd-amoled-display-i126094448-s1034155410.html?search=1,12960,Vatsal Impex Pvt Ltd,variant: 294,Black,8GB,256GB,"Rs. 57,999",Xiaomi,5,2023,Not Specified,Nano,4000 - 4999 mAh,32MP + 8MP,57999.0
295,Samsung Galaxy M33,5.0,3.0,https://www.daraz.com.np/products/samsung-galaxy-m33-6gb128gb-ii-66-tft-lcd-120hz-ii-battery-5000-mah-i113732180-s1030923791.html?search=1,133938,246Impex,variant: 295,Brown,6GB,128GB,"Rs. 33,999",Not Specified,5,2022,No,Nano,5000 - 5999 mAh,"8 MP, f/2.2, (wide)",33999.0
296,Samsung Galaxy M33,5.0,3.0,https://www.daraz.com.np/products/samsung-galaxy-m33-6gb128gb-ii-66-tft-lcd-120hz-ii-battery-5000-mah-i113732180-s1030923791.html?search=1,133938,246Impex,variant: 296,Green,6GB,128GB,"Rs. 33,999",Not Specified,5,2022,No,Nano,5000 - 5999 mAh,"8 MP, f/2.2, (wide)",33999.0
297,Samsung Galaxy M33,5.0,3.0,https://www.daraz.com.np/products/samsung-galaxy-m33-6gb128gb-ii-66-tft-lcd-120hz-ii-battery-5000-mah-i113732180-s1030923791.html?search=1,133938,246Impex,variant: 297,Blue,6GB,128GB,"Rs. 33,999",Not Specified,5,2022,No,Nano,5000 - 5999 mAh,"8 MP, f/2.2, (wide)",33999.0
298,Oppo A17,0.0,0.0,https://www.daraz.com.np/products/oppo-a174gb-ram-64gb-rom-5000mah-battery-i126061623-s1034144668.html?search=1,12933,Bharat Trade Pvt. Ltd.,variant: 298,Black,4GB,64GB,"Rs. 19,999",OPPO,2,2022,No,Nano,5000 - 5999 mAh,5,19999.0
299,Oppo A17,0.0,0.0,https://www.daraz.com.np/products/oppo-a174gb-ram-64gb-rom-5000mah-battery-i126061623-s1034144668.html?search=1,12933,Bharat Trade Pvt. Ltd.,variant: 299,Lake Blue,4GB,64GB,"Rs. 19,999",OPPO,2,2022,No,Nano,5000 - 5999 mAh,5,19999.0
300,Apple iPhone 11,4.5,4.0,https://www.daraz.com.np/products/apple-iphone-11-128gb-i112856438-s1031669250.html?search=1,4178,ARUN ELECTRONICS,variant: 300,Black,4GB,128GB,"Rs. 89,990",Apple,3,2021,Yes,Nano,3000 - 3999 mAh,12,89990.0
301,iPhone 12 Pro,4.3,3.0,https://www.daraz.com.np/products/iphone-12-pro-256gb-a14-bionic-chipset-isure-i118776265-s1032544070.html?search=1,4178,iSure.,variant: 301,Gold,6GB,256GB,"Rs. 160,000",Apple,4,2020,Yes,Not Specified,2000 - 2999 mAh,12MP,160000.0
302,Realme C35 Mobile Ph,4.4,5.0,https://www.daraz.com.np/products/realme-c35-mobile-phone-4gb128gb-ii-66-inches-ips-lcd-ii-50-mp-ai-triple-camera-ii-battery-5000-mah-i114417792-s1031117216.html?search=1,202391,246Impex,variant: 302,Black,4GB,128GB,"Rs. 22,799",RealMe,4,2022,No,Nano,5000 - 5999 mAh,8MP,22799.0
303,Realme C35 Mobile Ph,4.4,5.0,https://www.daraz.com.np/products/realme-c35-mobile-phone-4gb128gb-ii-66-inches-ips-lcd-ii-50-mp-ai-triple-camera-ii-battery-5000-mah-i114417792-s1031117216.html?search=1,202391,246Impex,variant: 303,Green,4GB,128GB,"Rs. 22,799",RealMe,4,2022,No,Nano,5000 - 5999 mAh,8MP,22799.0
304,Realme 9i 5G 6,5.0,1.0,https://www.daraz.com.np/products/realme-9i-5g-66-inch-ultra-smooth-display-i119234801-s1032640333.html?search=1,202391,Realme,variant: 304,Metallic Gold,6GB,128GB,"Rs. 29,999",RealMe,3,2022,No,Not Specified,4000 - 4999 mAh,8 mp,29999.0
305,Honor X9a,0.0,0.0,https://www.daraz.com.np/products/honor-x9a-5g-8gb5gb-honor-ram-turbo-256gb-120hz-oled-curved-display-5100mah-long-lasting-battery-i125244049-s1034002188.html?search=1,72341,246Impex,variant: 305,Green,8GB,256GB,"Rs. 44,600",Honor,4,2023,No,Nano,5000 - 5999 mAh,16MP,44600.0
306,Honor X9a,0.0,0.0,https://www.daraz.com.np/products/honor-x9a-5g-8gb5gb-honor-ram-turbo-256gb-120hz-oled-curved-display-5100mah-long-lasting-battery-i125244049-s1034002188.html?search=1,72341,246Impex,variant: 306,Black,8GB,256GB,"Rs. 44,600",Honor,4,2023,No,Nano,5000 - 5999 mAh,16MP,44600.0
307,realme C35,4.0,6.0,https://www.daraz.com.np/products/realme-c35-464gb-66-fhd-display-18w-quick-charge-i113570463-s1031633048.html?search=1,202391,Realme,variant: 307,Glowing Green,4GB,64GB,"Rs. 21,299",RealMe,4,2021,No,Not Specified,5000 - 5999 mAh,8 MP,21299.0
308,realme C35,4.0,6.0,https://www.daraz.com.np/products/realme-c35-464gb-66-fhd-display-18w-quick-charge-i113570463-s1031633048.html?search=1,202391,Realme,variant: 308,Glowing Black,4GB,64GB,"Rs. 21,299",RealMe,4,2021,No,Not Specified,5000 - 5999 mAh,8 MP,21299.0
309,Nokia C20,5.0,1.0,https://www.daraz.com.np/products/nokia-c20-2gb32gb-ta-1352-65-display-3000-mah-battery-dual-sim-i121238590-s1033009152.html?search=1,4158,Lagankhel Gadgets,variant: 309,Black,2GB,32GB,"Rs. 9,999",Nokia,1,2022,No,Not Specified,3000 - 3999 mAh,5MP,9999.0
310,Samsung A04s 4,0.0,0.0,https://www.daraz.com.np/products/samsung-a04s-4128-i120874812-s1033548652.html?search=1,4198,Sms mobile store,variant: 310,Brown,4GB,128GB,"Rs. 21,999",Samsung,4,2022,No,Not Specified,4000 - 4999 mAh,6mp,21999.0
311,Samsung A04s 4,0.0,0.0,https://www.daraz.com.np/products/samsung-a04s-4128-i120874812-s1033548652.html?search=1,4198,Sms mobile store,variant: 311,Black,4GB,64GB,"Rs. 19,799",Samsung,4,2022,No,Not Specified,4000 - 4999 mAh,6mp,19799.0
312,Samsung A04s 4,0.0,0.0,https://www.daraz.com.np/products/samsung-a04s-4128-i120874812-s1033548652.html?search=1,4198,Sms mobile store,variant: 312,Brown,4GB,64GB,"Rs. 19,799",Samsung,4,2022,No,Not Specified,4000 - 4999 mAh,6mp,19799.0
